subid,condition,trialnum,item,sentence.type,neg.concept,neg.syntax,truth.value,rating
68,noContext,11,bus,negative,something,has no,TRUE,1
68,noContext,12,plate,negative,,has no,FALSE,1
68,noContext,13,cookie,negative,nothing,doesn't have,TRUE,5
68,noContext,14,bowl,positive,something,,FALSE,1
68,noContext,15,truck,negative,something,has no,TRUE,2
68,noContext,16,cow,negative,something,doesn't have,TRUE,2
69,noContext,1,truck,negative,,doesn't have,FALSE,7
69,noContext,2,horse,negative,something,has no,TRUE,4
69,noContext,3,orange,negative,nothing,doesn't have,TRUE,7
69,noContext,4,spoon,positive,nothing,,FALSE,7
69,noContext,5,cookie,negative,something,doesn't have,TRUE,6
69,noContext,6,plate,positive,,,TRUE,7
69,noContext,7,bowl,positive,,,TRUE,7
69,noContext,8,car,negative,nothing,has no,TRUE,3
69,noContext,9,cat,negative,nothing,has no,TRUE,3
69,noContext,10,bus,positive,,,TRUE,7
69,noContext,11,cow,positive,something,,FALSE,7
69,noContext,12,dog,negative,something,has no,TRUE,3
69,noContext,13,apple,negative,nothing,doesn't have,TRUE,7
69,noContext,14,boat,positive,,,TRUE,7
69,noContext,15,banana,negative,something,doesn't have,TRUE,7
69,noContext,16,fork,negative,,has no,FALSE,3
70,context,1,plate,negative,,has no,FALSE,1
70,context,2,horse,negative,,doesn't have,FALSE,1
70,context,3,orange,positive,nothing,,FALSE,1
70,context,4,cookie,positive,,,TRUE,7
70,context,5,apple,negative,nothing,doesn't have,TRUE,7
70,context,6,bus,negative,something,doesn't have,TRUE,5
70,context,7,car,positive,,,TRUE,7
70,context,8,truck,negative,something,has no,TRUE,5
70,context,9,bowl,negative,nothing,has no,TRUE,6
70,context,10,spoon,positive,something,,FALSE,1
70,context,11,dog,negative,nothing,doesn't have,TRUE,6
70,context,12,boat,positive,,,TRUE,7
70,context,13,cow,negative,something,has no,TRUE,6
70,context,14,banana,positive,,,TRUE,7
70,context,15,cat,negative,something,doesn't have,TRUE,6
70,context,16,fork,negative,nothing,has no,TRUE,6
71,noContext,1,cat,negative,nothing,has no,TRUE,6
71,noContext,2,car,negative,something,has no,TRUE,5
71,noContext,3,cow,negative,nothing,has no,TRUE,6
71,noContext,4,banana,negative,nothing,doesn't have,TRUE,6
71,noContext,5,boat,positive,,,TRUE,7
71,noContext,6,horse,negative,something,has no,TRUE,4
71,noContext,7,bowl,negative,nothing,doesn't have,TRUE,5
71,noContext,8,apple,positive,something,,FALSE,1
71,noContext,9,bus,negative,something,doesn't have,TRUE,6
71,noContext,10,fork,positive,nothing,,FALSE,2
71,noContext,11,spoon,positive,,,TRUE,7
71,noContext,12,cookie,negative,something,doesn't have,TRUE,4
71,noContext,13,truck,negative,,doesn't have,FALSE,1
71,noContext,14,dog,positive,,,TRUE,6
71,noContext,15,plate,negative,,has no,FALSE,1
71,noContext,16,orange,positive,,,TRUE,4
72,context,1,banana,negative,nothing,doesn't have,TRUE,7
72,context,2,fork,positive,,,TRUE,3
72,context,3,horse,negative,something,has no,TRUE,5
72,context,4,bus,positive,,,TRUE,3
72,context,5,spoon,negative,nothing,has no,TRUE,7
72,context,6,cookie,negative,something,doesn't have,TRUE,5
72,context,7,car,positive,something,,FALSE,1
72,context,8,cat,negative,something,doesn't have,TRUE,5
72,context,9,cow,negative,nothing,doesn't have,TRUE,7
72,context,10,bowl,positive,nothing,,FALSE,1
72,context,11,dog,negative,,has no,FALSE,1
72,context,12,plate,positive,,,TRUE,5
72,context,13,apple,negative,nothing,has no,TRUE,7
72,context,14,boat,negative,,doesn't have,FALSE,1
72,context,15,truck,positive,,,TRUE,4
72,context,16,orange,negative,something,has no,TRUE,5
73,noContext,1,banana,positive,nothing,,FALSE,7
73,noContext,2,bowl,positive,,,TRUE,7
73,noContext,3,truck,negative,something,doesn't have,TRUE,5
73,noContext,4,spoon,negative,nothing,has no,TRUE,3
73,noContext,5,car,negative,something,has no,TRUE,3
73,noContext,6,orange,negative,,has no,FALSE,1
73,noContext,7,fork,negative,nothing,doesn't have,TRUE,2
73,noContext,8,plate,positive,something,,FALSE,1
73,noContext,9,horse,negative,nothing,doesn't have,TRUE,2
73,noContext,10,boat,positive,,,TRUE,7
73,noContext,11,cow,negative,nothing,has no,TRUE,2
73,noContext,12,apple,positive,,,TRUE,7
73,noContext,13,cat,positive,,,TRUE,7
73,noContext,14,dog,negative,something,has no,TRUE,1
73,noContext,15,cookie,negative,something,doesn't have,TRUE,1
73,noContext,16,bus,negative,,doesn't have,FALSE,1
74,context,1,spoon,negative,something,has no,TRUE,1
74,context,2,apple,positive,,,TRUE,7
74,context,3,bus,negative,nothing,has no,TRUE,7
74,context,4,cow,negative,nothing,doesn't have,TRUE,7
74,context,5,cookie,positive,nothing,,FALSE,1
74,context,6,horse,negative,,has no,FALSE,1
74,context,7,cat,positive,,,TRUE,7
74,context,8,bowl,negative,something,has no,TRUE,7
74,context,9,orange,negative,nothing,has no,TRUE,7
74,context,10,dog,negative,something,doesn't have,TRUE,7
74,context,11,banana,positive,something,,FALSE,1
74,context,12,car,negative,,doesn't have,FALSE,1
74,context,13,truck,negative,nothing,doesn't have,TRUE,7
74,context,14,boat,negative,something,doesn't have,TRUE,7
74,context,15,fork,positive,,,TRUE,7
74,context,16,plate,positive,,,TRUE,7
75,noContext,1,banana,negative,,doesn't have,FALSE,3
75,noContext,2,bowl,positive,nothing,,FALSE,1
75,noContext,3,fork,positive,,,TRUE,7
75,noContext,4,cow,negative,nothing,doesn't have,TRUE,5
75,noContext,5,cookie,negative,,has no,FALSE,1
75,noContext,6,cat,positive,something,,FALSE,1
75,noContext,7,spoon,positive,,,TRUE,7
75,noContext,8,dog,negative,nothing,has no,TRUE,2
75,noContext,9,bus,negative,something,has no,TRUE,1
75,noContext,10,horse,negative,something,doesn't have,TRUE,1
75,noContext,11,boat,negative,nothing,has no,TRUE,1
75,noContext,12,car,positive,,,TRUE,1
75,noContext,13,truck,negative,something,doesn't have,TRUE,1
75,noContext,14,orange,negative,nothing,doesn't have,TRUE,2
75,noContext,15,apple,negative,something,has no,TRUE,1
75,noContext,16,plate,positive,,,TRUE,7
76,noContext,1,cat,positive,something,,FALSE,7
76,noContext,2,cookie,negative,something,doesn't have,TRUE,6
76,noContext,3,plate,negative,nothing,doesn't have,TRUE,6
76,noContext,4,bowl,negative,,doesn't have,FALSE,2
76,noContext,5,truck,positive,,,TRUE,7
76,noContext,6,banana,positive,,,TRUE,7
76,noContext,7,cow,negative,something,has no,TRUE,3
76,noContext,8,car,negative,nothing,has no,TRUE,3
76,noContext,9,orange,positive,nothing,,FALSE,2
76,noContext,10,horse,negative,,has no,FALSE,1
76,noContext,11,fork,negative,something,has no,TRUE,5
76,noContext,12,dog,negative,something,doesn't have,TRUE,7
76,noContext,13,apple,positive,,,TRUE,7
76,noContext,14,bus,negative,nothing,doesn't have,TRUE,7
76,noContext,15,spoon,positive,,,TRUE,7
76,noContext,16,boat,negative,nothing,has no,TRUE,3
77,noContext,1,banana,positive,,,TRUE,7
77,noContext,2,horse,negative,nothing,doesn't have,TRUE,6
77,noContext,3,cat,negative,something,has no,TRUE,5
77,noContext,4,orange,negative,nothing,has no,TRUE,5
77,noContext,5,apple,positive,,,TRUE,7
77,noContext,6,dog,positive,,,TRUE,7
77,noContext,7,cow,negative,something,doesn't have,TRUE,6
77,noContext,8,bus,positive,something,,FALSE,1
77,noContext,9,fork,negative,nothing,doesn't have,TRUE,6
77,noContext,10,bowl,positive,nothing,,FALSE,1
77,noContext,11,spoon,negative,,doesn't have,FALSE,1
77,noContext,12,truck,positive,,,TRUE,7
77,noContext,13,plate,negative,something,doesn't have,TRUE,5
77,noContext,14,cookie,negative,,has no,FALSE,1
77,noContext,15,car,negative,nothing,has no,TRUE,5
77,noContext,16,boat,negative,something,has no,TRUE,5
78,context,1,bus,positive,,,TRUE,7
78,context,2,dog,positive,,,TRUE,5
78,context,3,cat,positive,something,,FALSE,2
78,context,4,plate,negative,something,doesn't have,TRUE,4
78,context,5,apple,negative,something,has no,TRUE,5
78,context,6,cookie,negative,nothing,doesn't have,TRUE,3
78,context,7,boat,negative,something,has no,TRUE,5
78,context,8,orange,negative,something,doesn't have,TRUE,2
78,context,9,cow,negative,nothing,has no,TRUE,4
78,context,10,banana,positive,,,TRUE,5
78,context,11,truck,negative,,has no,FALSE,5
78,context,12,fork,positive,nothing,,FALSE,3
78,context,13,car,negative,,doesn't have,FALSE,6
78,context,14,horse,negative,nothing,doesn't have,TRUE,3
78,context,15,spoon,positive,,,TRUE,6
78,context,16,bowl,negative,nothing,has no,TRUE,2
79,context,1,plate,positive,something,,FALSE,1
79,context,2,banana,positive,,,TRUE,7
79,context,3,bus,negative,nothing,doesn't have,TRUE,7
79,context,4,fork,positive,,,TRUE,7
79,context,5,apple,positive,,,TRUE,7
79,context,6,dog,negative,nothing,has no,TRUE,6
79,context,7,cow,negative,something,doesn't have,TRUE,7
79,context,8,orange,positive,,,TRUE,7
79,context,9,cookie,positive,nothing,,FALSE,1
79,context,10,cat,negative,something,has no,TRUE,6
79,context,11,spoon,negative,something,has no,TRUE,6
79,context,12,truck,negative,nothing,has no,TRUE,6
79,context,13,boat,negative,,doesn't have,FALSE,1
79,context,14,car,negative,something,doesn't have,TRUE,7
79,context,15,bowl,negative,nothing,doesn't have,TRUE,7
79,context,16,horse,negative,,has no,FALSE,1
80,noContext,1,bus,negative,nothing,doesn't have,TRUE,5
80,noContext,2,cookie,positive,,,TRUE,7
80,noContext,3,apple,negative,something,doesn't have,TRUE,6
80,noContext,4,bowl,positive,something,,FALSE,3
80,noContext,5,fork,negative,nothing,has no,TRUE,6
80,noContext,6,cow,negative,nothing,doesn't have,TRUE,6
80,noContext,7,spoon,negative,,has no,FALSE,3
80,noContext,8,banana,positive,nothing,,FALSE,3
80,noContext,9,truck,negative,something,has no,TRUE,5
80,noContext,10,cat,positive,,,TRUE,7
80,noContext,11,boat,positive,,,TRUE,7
80,noContext,12,plate,negative,something,has no,TRUE,5
80,noContext,13,car,negative,something,doesn't have,TRUE,5
80,noContext,14,orange,positive,,,TRUE,7
80,noContext,15,dog,negative,,doesn't have,FALSE,3
80,noContext,16,horse,negative,nothing,has no,TRUE,5
81,noContext,1,car,negative,something,doesn't have,TRUE,6
81,noContext,2,truck,negative,something,doesn't have,TRUE,6
81,noContext,3,cow,negative,nothing,doesn't have,TRUE,6
81,noContext,4,horse,negative,nothing,has no,TRUE,5
81,noContext,5,banana,negative,something,has no,TRUE,5
81,noContext,6,orange,positive,,,TRUE,7
81,noContext,7,cookie,negative,,doesn't have,FALSE,1
81,noContext,8,bowl,negative,nothing,doesn't have,TRUE,6
81,noContext,9,fork,positive,,,TRUE,7
81,noContext,10,apple,positive,something,,FALSE,1
81,noContext,11,cat,positive,,,TRUE,7
81,noContext,12,boat,negative,something,has no,TRUE,5
81,noContext,13,bus,negative,nothing,has no,TRUE,5
81,noContext,14,dog,positive,,,TRUE,7
81,noContext,15,plate,positive,nothing,,FALSE,1
81,noContext,16,spoon,negative,,has no,FALSE,1
82,noContext,1,cookie,positive,,,TRUE,5
82,noContext,2,bus,positive,,,TRUE,3
82,noContext,3,orange,positive,something,,FALSE,1
82,noContext,4,cat,negative,something,has no,TRUE,1
82,noContext,5,car,positive,nothing,,FALSE,3
82,noContext,6,horse,positive,,,TRUE,5
82,noContext,7,spoon,negative,something,doesn't have,TRUE,2
82,noContext,8,fork,negative,something,doesn't have,TRUE,3
82,noContext,9,plate,negative,something,has no,TRUE,3
82,noContext,10,cow,negative,nothing,doesn't have,TRUE,6
82,noContext,11,boat,positive,,,TRUE,5
82,noContext,12,truck,negative,,has no,FALSE,1
82,noContext,13,bowl,negative,nothing,has no,TRUE,5
82,noContext,14,dog,negative,nothing,has no,TRUE,5
82,noContext,15,banana,negative,,doesn't have,FALSE,2
82,noContext,16,apple,negative,nothing,doesn't have,TRUE,5
83,context,1,bus,positive,,,TRUE,7
83,context,2,orange,negative,nothing,doesn't have,TRUE,7
83,context,3,fork,negative,something,has no,TRUE,6
83,context,4,cow,negative,something,doesn't have,TRUE,7
83,context,5,truck,negative,,has no,FALSE,1
83,context,6,plate,positive,nothing,,FALSE,1
83,context,7,banana,negative,,doesn't have,FALSE,1
83,context,8,boat,positive,,,TRUE,7
83,context,9,apple,negative,something,has no,TRUE,5
83,context,10,bowl,negative,nothing,has no,TRUE,6
83,context,11,dog,negative,something,doesn't have,TRUE,6
83,context,12,car,positive,,,TRUE,7
83,context,13,cookie,negative,nothing,doesn't have,TRUE,7
83,context,14,horse,positive,,,TRUE,7
83,context,15,cat,positive,something,,FALSE,1
83,context,16,spoon,negative,nothing,has no,TRUE,6
84,noContext,1,bowl,positive,nothing,,FALSE,2
84,noContext,2,plate,negative,,has no,FALSE,2
84,noContext,3,orange,negative,nothing,has no,TRUE,3
84,noContext,4,spoon,negative,something,doesn't have,TRUE,1
84,noContext,5,dog,negative,nothing,has no,TRUE,3
84,noContext,6,cow,negative,something,doesn't have,TRUE,2
84,noContext,7,bus,negative,nothing,doesn't have,TRUE,3
84,noContext,8,apple,positive,,,TRUE,5
84,noContext,9,boat,negative,something,has no,TRUE,4
84,noContext,10,horse,positive,,,TRUE,5
84,noContext,11,truck,positive,something,,FALSE,2
84,noContext,12,banana,positive,,,TRUE,6
84,noContext,13,car,negative,something,has no,TRUE,4
84,noContext,14,fork,negative,,doesn't have,FALSE,2
84,noContext,15,cookie,positive,,,TRUE,6
84,noContext,16,cat,negative,nothing,doesn't have,TRUE,4
85,noContext,1,cookie,negative,something,has no,TRUE,6
85,noContext,2,spoon,negative,nothing,doesn't have,TRUE,6
85,noContext,3,bus,negative,,has no,FALSE,1
85,noContext,4,truck,negative,nothing,has no,TRUE,6
85,noContext,5,car,negative,nothing,doesn't have,TRUE,6
85,noContext,6,fork,positive,something,,FALSE,1
85,noContext,7,cow,positive,nothing,,FALSE,1
85,noContext,8,dog,positive,,,TRUE,7
85,noContext,9,horse,positive,,,TRUE,7
85,noContext,10,orange,negative,nothing,has no,TRUE,6
85,noContext,11,apple,negative,something,doesn't have,TRUE,6
85,noContext,12,bowl,positive,,,TRUE,7
85,noContext,13,banana,negative,,doesn't have,FALSE,1
85,noContext,14,boat,negative,something,has no,TRUE,6
85,noContext,16,plate,negative,something,doesn't have,TRUE,6
85,noContext,15,cat,positive,,,TRUE,7
86,context,1,spoon,negative,something,has no,TRUE,2
86,context,2,plate,negative,something,has no,TRUE,2
86,context,3,truck,negative,something,doesn't have,TRUE,4
86,context,4,cat,positive,,,TRUE,6
86,context,5,cookie,positive,,,TRUE,6
86,context,6,apple,negative,nothing,doesn't have,TRUE,6
86,context,7,fork,positive,something,,FALSE,2
86,context,8,bus,positive,,,TRUE,6
86,context,9,boat,negative,nothing,doesn't have,TRUE,6
86,context,10,orange,negative,,has no,FALSE,4
86,context,11,bowl,negative,something,doesn't have,TRUE,6
86,context,12,dog,positive,,,TRUE,6
86,context,13,banana,negative,,doesn't have,FALSE,4
86,context,14,horse,negative,nothing,has no,TRUE,6
86,context,15,cow,positive,nothing,,FALSE,2
86,context,16,car,negative,nothing,has no,TRUE,6
87,noContext,1,apple,positive,nothing,,FALSE,6
87,noContext,2,bus,positive,,,TRUE,6
87,noContext,3,truck,positive,something,,FALSE,5
87,noContext,4,cat,negative,something,doesn't have,TRUE,5
87,noContext,5,car,negative,nothing,doesn't have,TRUE,5
87,noContext,6,cookie,negative,,doesn't have,FALSE,4
87,noContext,7,fork,negative,nothing,has no,TRUE,7
87,noContext,8,spoon,positive,,,TRUE,7
87,noContext,9,banana,negative,something,has no,TRUE,3
87,noContext,10,orange,negative,nothing,has no,TRUE,2
87,noContext,11,cow,positive,,,TRUE,6
87,noContext,12,dog,negative,,has no,FALSE,2
87,noContext,13,plate,negative,something,has no,TRUE,6
87,noContext,14,horse,positive,,,TRUE,7
87,noContext,15,boat,negative,nothing,doesn't have,TRUE,7
87,noContext,16,bowl,negative,something,doesn't have,TRUE,7
88,context,1,dog,negative,nothing,doesn't have,TRUE,2
88,context,2,apple,positive,,,TRUE,4
88,context,3,banana,negative,,has no,FALSE,2
88,context,4,fork,positive,nothing,,FALSE,2
88,context,5,bus,negative,something,has no,TRUE,6
88,context,6,cat,negative,,doesn't have,FALSE,2
88,context,7,bowl,negative,something,has no,TRUE,4
88,context,8,plate,negative,something,doesn't have,TRUE,4
88,context,9,boat,positive,,,TRUE,7
88,context,10,cow,positive,,,TRUE,7
88,context,11,orange,negative,nothing,has no,TRUE,7
88,context,12,car,negative,nothing,has no,TRUE,7
88,context,13,spoon,positive,something,,FALSE,1
88,context,14,cookie,negative,something,doesn't have,TRUE,4
88,context,15,horse,positive,,,TRUE,6
88,context,16,truck,negative,nothing,doesn't have,TRUE,7
89,context,1,car,negative,nothing,has no,TRUE,4
89,context,2,cow,negative,,has no,FALSE,4
89,context,3,banana,negative,something,has no,TRUE,3
89,context,4,bowl,negative,something,doesn't have,TRUE,4
89,context,5,plate,negative,something,doesn't have,TRUE,3
89,context,6,fork,negative,nothing,has no,TRUE,5
89,context,7,cookie,negative,something,has no,TRUE,3
89,context,8,truck,positive,,,TRUE,5
89,context,9,bus,negative,nothing,doesn't have,TRUE,1
89,context,10,boat,positive,,,TRUE,7
89,context,11,orange,positive,,,TRUE,7
89,context,12,spoon,positive,something,,FALSE,7
89,context,13,horse,negative,,doesn't have,FALSE,5
89,context,14,dog,positive,,,TRUE,3
89,context,15,cat,positive,nothing,,FALSE,3
89,context,16,apple,negative,nothing,doesn't have,TRUE,3
90,context,1,truck,negative,nothing,has no,TRUE,7
90,context,2,orange,positive,,,TRUE,7
90,context,3,car,negative,something,has no,TRUE,2
90,context,4,spoon,negative,something,doesn't have,TRUE,2
90,context,5,bowl,negative,nothing,has no,TRUE,7
90,context,6,cat,negative,something,doesn't have,TRUE,1
90,context,7,fork,negative,nothing,doesn't have,TRUE,5
90,context,8,dog,negative,,doesn't have,FALSE,5
90,context,9,boat,negative,,has no,FALSE,3
90,context,10,plate,negative,something,has no,TRUE,3
90,context,11,banana,positive,nothing,,FALSE,5
90,context,12,horse,negative,nothing,doesn't have,TRUE,5
90,context,13,cookie,positive,,,TRUE,7
90,context,14,bus,positive,something,,FALSE,2
90,context,15,cow,positive,,,TRUE,5
90,context,16,apple,positive,,,TRUE,6
91,context,1,dog,positive,,,TRUE,7
91,context,2,orange,negative,something,doesn't have,TRUE,7
91,context,3,bowl,negative,something,has no,TRUE,7
91,context,4,car,positive,nothing,,FALSE,4
91,context,5,bus,positive,,,TRUE,7
91,context,6,banana,negative,nothing,doesn't have,TRUE,7
91,context,7,fork,negative,nothing,has no,TRUE,7
91,context,8,truck,negative,,doesn't have,FALSE,1
91,context,9,apple,negative,something,has no,TRUE,7
91,context,10,cow,negative,something,doesn't have,TRUE,7
91,context,11,boat,positive,,,TRUE,7
91,context,12,spoon,positive,something,,FALSE,1
91,context,13,cat,negative,,has no,FALSE,1
91,context,14,horse,positive,,,TRUE,7
91,context,15,plate,negative,nothing,doesn't have,TRUE,7
91,context,16,cookie,negative,nothing,has no,TRUE,7
92,noContext,1,fork,positive,,,TRUE,7
92,noContext,2,boat,positive,,,TRUE,7
92,noContext,3,banana,negative,nothing,has no,TRUE,7
92,noContext,4,cow,positive,,,TRUE,7
92,noContext,5,bus,negative,nothing,has no,TRUE,7
92,noContext,6,spoon,negative,nothing,doesn't have,TRUE,7
92,noContext,7,dog,positive,,,TRUE,7
92,noContext,8,orange,negative,,has no,FALSE,1
92,noContext,9,bowl,negative,,doesn't have,FALSE,1
92,noContext,10,cat,negative,something,has no,TRUE,7
92,noContext,11,truck,negative,something,doesn't have,TRUE,7
92,noContext,12,plate,negative,nothing,doesn't have,TRUE,7
92,noContext,13,car,negative,something,doesn't have,TRUE,7
92,noContext,14,horse,positive,something,,FALSE,1
92,noContext,15,apple,negative,something,has no,TRUE,7
92,noContext,16,cookie,positive,nothing,,FALSE,2
