subid,condition,trialnum,item,sentence.type,truth.value,rating
60,foil,5,apple,negative,FALSE,1
60,foil,6,fork,positive,TRUE,7
60,none,7,cookie,positive,FALSE,1
60,target,8,cup,negative,FALSE,1
60,target,9,horse,negative,TRUE,5
60,none,10,brush,positive,TRUE,7
60,none,11,bicycle,negative,TRUE,2
60,foil,12,cupcake,positive,FALSE,1
60,target,13,pizza,positive,TRUE,7
60,foil,14,boat,negative,TRUE,2
60,foil,15,truck,positive,TRUE,7
60,foil,16,bus,negative,TRUE,2
60,none,17,dog,negative,TRUE,2
60,foil,18,plate,positive,TRUE,7
60,none,19,bunny,negative,FALSE,1
60,target,20,cow,positive,TRUE,7
60,none,21,cat,negative,TRUE,2
60,target,22,spoon,negative,TRUE,5
60,target,23,banana,positive,FALSE,1
60,none,24,car,positive,TRUE,7
61,none,1,dog,negative,FALSE,1
61,none,2,airplane,positive,FALSE,1
61,none,3,horse,positive,TRUE,1
61,target,4,cookie,positive,FALSE,1
61,target,5,cat,negative,TRUE,6
61,foil,6,boat,positive,TRUE,7
61,target,7,fork,negative,FALSE,1
61,target,8,bunny,negative,TRUE,7
61,foil,9,car,positive,TRUE,7
61,none,10,cup,positive,TRUE,7
61,foil,11,pizza,negative,TRUE,7
61,foil,12,cupcake,negative,FALSE,1
61,foil,13,spoon,positive,FALSE,1
61,none,14,orange,negative,TRUE,2
61,none,15,apple,negative,TRUE,7
61,none,16,bowl,positive,TRUE,7
61,foil,17,banana,negative,TRUE,7
61,foil,18,bear,positive,TRUE,7
61,target,19,brush,positive,TRUE,7
61,none,20,bicycle,negative,TRUE,7
61,target,21,cow,negative,TRUE,7
61,target,22,plate,positive,TRUE,7
61,foil,23,bus,negative,TRUE,7
61,target,24,truck,positive,TRUE,7
62,target,1,bunny,negative,TRUE,3
62,foil,2,cow,negative,TRUE,4
62,target,3,plate,negative,TRUE,2
62,none,4,cupcake,positive,TRUE,6
62,foil,5,airplane,positive,TRUE,5
62,foil,6,car,negative,FALSE,2
62,target,7,orange,negative,FALSE,2
62,none,8,bicycle,positive,TRUE,4
62,none,9,horse,negative,TRUE,2
62,none,10,truck,negative,FALSE,5
62,none,11,fork,negative,TRUE,3
62,target,12,spoon,positive,TRUE,2
62,target,13,bus,positive,TRUE,5
62,foil,14,apple,positive,TRUE,6
62,foil,15,bear,negative,TRUE,3
62,none,16,brush,positive,TRUE,2
62,foil,17,dog,positive,FALSE,3
62,foil,18,boat,negative,TRUE,2
62,none,19,cookie,negative,TRUE,5
62,target,20,cup,positive,FALSE,3
62,target,21,cat,negative,TRUE,3
62,foil,22,pizza,positive,TRUE,2
62,none,23,banana,positive,FALSE,5
62,target,24,bowl,positive,TRUE,4
63,target,1,cookie,positive,TRUE,7
63,foil,2,cupcake,positive,TRUE,7
63,none,3,banana,negative,TRUE,6
63,foil,4,cat,positive,FALSE,1
63,foil,5,brush,negative,TRUE,6
63,foil,6,bowl,negative,FALSE,1
63,foil,7,boat,positive,TRUE,7
63,foil,8,apple,positive,TRUE,7
63,none,9,bicycle,positive,FALSE,1
63,target,10,dog,negative,TRUE,6
63,none,11,fork,negative,TRUE,6
63,none,12,orange,positive,TRUE,7
63,none,13,truck,positive,TRUE,7
63,target,14,spoon,negative,TRUE,6
63,target,15,pizza,positive,TRUE,7
63,foil,16,bus,negative,TRUE,6
63,none,17,car,positive,TRUE,7
63,target,18,bunny,negative,FALSE,1
63,none,19,cow,negative,TRUE,5
63,foil,20,bear,negative,TRUE,6
63,target,21,horse,positive,TRUE,7
63,none,22,cup,negative,FALSE,1
63,target,23,airplane,positive,FALSE,1
63,target,24,plate,negative,TRUE,6
64,none,1,fork,positive,FALSE,7
64,foil,2,bear,positive,FALSE,1
64,target,3,boat,positive,TRUE,7
64,none,4,cow,negative,TRUE,1
64,target,5,banana,positive,TRUE,7
64,target,6,cat,negative,FALSE,2
64,foil,7,pizza,negative,FALSE,2
64,foil,8,car,negative,TRUE,7
64,target,9,spoon,positive,TRUE,7
64,target,10,airplane,negative,TRUE,6
64,none,11,bunny,negative,TRUE,5
64,foil,12,plate,positive,TRUE,7
64,none,13,orange,positive,TRUE,7
64,none,14,dog,positive,TRUE,7
64,none,15,cup,negative,FALSE,1
64,foil,16,truck,positive,TRUE,7
64,none,17,brush,positive,TRUE,6
64,target,18,cookie,positive,FALSE,1
64,none,19,bicycle,negative,TRUE,6
64,target,20,horse,negative,TRUE,6
64,foil,21,apple,negative,TRUE,6
64,target,22,bowl,negative,TRUE,6
64,foil,23,cupcake,negative,TRUE,6
64,foil,24,bus,positive,TRUE,7
65,none,1,brush,positive,FALSE,2
65,none,2,cat,negative,TRUE,7
65,target,3,cupcake,positive,FALSE,1
65,none,4,apple,negative,TRUE,5
65,none,5,banana,negative,TRUE,5
65,target,6,bunny,positive,TRUE,7
65,target,7,dog,negative,TRUE,7
65,foil,8,airplane,positive,TRUE,1
65,target,9,truck,negative,TRUE,6
65,none,10,fork,positive,TRUE,7
65,foil,11,bowl,negative,TRUE,5
65,none,12,bear,positive,TRUE,7
65,foil,13,car,positive,FALSE,1
65,foil,14,bus,negative,TRUE,5
65,foil,15,pizza,positive,TRUE,7
65,target,16,horse,positive,TRUE,7
65,target,17,cup,negative,FALSE,1
65,foil,18,cookie,positive,TRUE,7
65,target,19,boat,positive,TRUE,7
65,none,20,spoon,negative,FALSE,1
65,foil,21,orange,negative,TRUE,6
65,target,22,plate,negative,TRUE,7
65,foil,23,cow,negative,FALSE,2
65,none,24,bicycle,positive,TRUE,7
66,foil,1,pizza,negative,TRUE,5
66,none,2,dog,positive,TRUE,7
66,none,3,banana,positive,FALSE,1
66,foil,4,apple,positive,FALSE,1
66,foil,5,airplane,negative,TRUE,5
66,target,6,plate,negative,TRUE,7
66,foil,7,truck,positive,TRUE,7
66,target,8,bicycle,negative,TRUE,7
66,target,9,bus,positive,TRUE,7
66,target,10,bunny,positive,FALSE,1
66,target,11,bowl,positive,TRUE,7
66,foil,12,cookie,positive,TRUE,7
66,none,13,bear,positive,TRUE,7
66,target,14,car,negative,FALSE,1
66,target,15,horse,positive,TRUE,7
66,target,16,cup,negative,TRUE,5
66,none,17,spoon,negative,FALSE,1
66,foil,18,cat,negative,TRUE,5
66,none,19,orange,negative,TRUE,5
66,none,20,fork,positive,TRUE,7
66,foil,21,boat,negative,FALSE,1
66,foil,22,cupcake,positive,TRUE,7
66,none,23,cow,negative,TRUE,5
66,none,24,brush,negative,TRUE,5
67,none,1,cupcake,negative,FALSE,1
67,foil,2,banana,negative,TRUE,7
67,target,3,car,negative,FALSE,1
67,none,4,pizza,positive,TRUE,7
67,target,5,orange,positive,TRUE,7
67,target,6,bunny,positive,TRUE,7
67,none,7,bus,negative,TRUE,1
67,target,8,cup,positive,FALSE,1
67,target,9,airplane,negative,TRUE,7
67,none,10,apple,positive,FALSE,1
67,foil,11,bicycle,negative,TRUE,7
67,foil,12,cow,positive,TRUE,7
67,foil,13,horse,negative,TRUE,7
67,target,14,plate,negative,TRUE,7
67,foil,15,fork,positive,TRUE,7
67,target,16,bowl,negative,TRUE,7
67,none,17,spoon,negative,TRUE,7
67,foil,18,cookie,positive,TRUE,7
67,foil,19,cat,positive,FALSE,1
67,none,20,dog,negative,TRUE,7
67,foil,21,bear,negative,FALSE,1
67,none,22,brush,positive,TRUE,7
67,target,23,truck,positive,TRUE,7
67,none,24,boat,positive,TRUE,7
68,none,1,bunny,positive,TRUE,7
68,target,2,airplane,negative,FALSE,1
68,target,3,dog,negative,TRUE,7
68,foil,4,fork,positive,TRUE,7
68,none,5,bicycle,positive,TRUE,7
68,foil,6,cupcake,negative,TRUE,6
68,none,7,banana,negative,FALSE,1
68,none,8,cup,positive,TRUE,7
68,target,9,plate,negative,TRUE,6
68,none,10,boat,positive,FALSE,1
68,foil,11,bear,positive,FALSE,1
68,foil,12,cookie,negative,TRUE,6
68,target,13,orange,positive,TRUE,7
68,target,14,brush,positive,FALSE,1
68,none,15,pizza,negative,TRUE,6
68,target,16,apple,negative,TRUE,6
68,none,17,bowl,negative,TRUE,6
68,none,18,horse,negative,TRUE,6
68,foil,19,cow,positive,TRUE,7
68,foil,20,truck,negative,FALSE,1
68,target,21,car,positive,TRUE,7
68,foil,22,cat,negative,TRUE,6
68,target,23,bus,positive,TRUE,7
68,foil,24,spoon,positive,TRUE,7
69,foil,1,boat,negative,TRUE,3
69,foil,2,car,positive,TRUE,7
69,none,3,bowl,negative,FALSE,1
69,none,4,cat,positive,TRUE,7
69,foil,5,apple,negative,FALSE,1
69,target,6,orange,negative,TRUE,7
69,foil,7,banana,positive,FALSE,2
69,none,8,cup,negative,TRUE,6
69,foil,9,bunny,negative,TRUE,7
69,foil,10,airplane,positive,TRUE,2
69,none,11,cow,negative,TRUE,6
69,target,12,cookie,positive,TRUE,7
69,target,13,cupcake,positive,FALSE,2
69,foil,14,brush,negative,TRUE,4
69,none,15,truck,positive,TRUE,7
69,target,16,dog,positive,TRUE,6
69,target,17,spoon,negative,TRUE,6
69,target,18,plate,negative,TRUE,6
69,none,19,bus,positive,FALSE,2
69,none,20,bicycle,positive,TRUE,6
69,foil,21,horse,positive,TRUE,6
69,target,22,bear,negative,FALSE,2
69,target,23,fork,positive,TRUE,7
69,none,24,pizza,negative,TRUE,5
70,foil,1,brush,positive,TRUE,7
70,none,2,plate,negative,TRUE,7
70,target,3,cow,positive,TRUE,7
70,target,4,cookie,positive,FALSE,1
70,foil,5,fork,positive,TRUE,7
70,none,6,horse,positive,TRUE,7
70,target,7,bear,negative,TRUE,7
70,foil,8,truck,negative,TRUE,7
70,foil,9,banana,negative,TRUE,7
70,foil,10,dog,positive,TRUE,7
70,none,11,apple,negative,TRUE,7
70,none,12,pizza,positive,TRUE,7
70,foil,13,cat,negative,TRUE,7
70,target,14,bus,negative,TRUE,7
70,foil,15,bowl,negative,FALSE,1
70,none,16,cupcake,positive,TRUE,7
70,target,17,spoon,negative,TRUE,7
70,foil,18,bunny,positive,FALSE,1
70,target,19,bicycle,positive,TRUE,7
70,none,20,cup,negative,FALSE,1
70,none,21,airplane,negative,TRUE,7
70,target,22,boat,positive,TRUE,7
70,none,23,orange,positive,FALSE,1
70,target,24,car,negative,FALSE,1
71,target,1,bicycle,negative,TRUE,5
71,none,2,bunny,negative,TRUE,7
71,foil,3,car,positive,FALSE,1
71,foil,4,horse,negative,TRUE,7
71,foil,5,cow,negative,TRUE,7
71,foil,6,apple,positive,TRUE,7
71,none,7,orange,positive,FALSE,1
71,none,8,cookie,negative,FALSE,1
71,target,9,dog,negative,TRUE,7
71,target,10,brush,negative,FALSE,1
71,none,11,plate,negative,TRUE,7
71,target,12,boat,positive,FALSE,1
71,foil,13,bus,negative,TRUE,7
71,none,14,fork,positive,TRUE,7
71,foil,15,truck,positive,TRUE,7
71,target,16,pizza,negative,TRUE,7
71,none,17,cupcake,positive,TRUE,7
71,foil,18,cup,negative,FALSE,1
71,none,19,bear,negative,TRUE,7
71,target,20,bowl,positive,TRUE,7
71,none,21,spoon,positive,TRUE,7
71,foil,22,airplane,positive,TRUE,7
71,target,23,cat,positive,TRUE,7
71,target,24,banana,positive,TRUE,7
72,none,1,bowl,negative,TRUE,6
72,foil,2,plate,negative,TRUE,6
72,target,3,spoon,positive,TRUE,7
72,none,4,banana,positive,FALSE,2
72,foil,5,boat,negative,TRUE,6
72,none,6,cat,negative,TRUE,6
72,none,7,cow,positive,TRUE,7
72,target,8,bus,positive,TRUE,7
72,target,9,cup,negative,TRUE,6
72,foil,10,truck,positive,TRUE,6
72,foil,11,cookie,positive,FALSE,1
72,foil,12,car,negative,TRUE,6
72,target,13,bunny,negative,TRUE,7
72,none,14,orange,negative,TRUE,6
72,none,15,bicycle,negative,FALSE,1
72,none,16,fork,positive,TRUE,7
72,foil,17,apple,negative,FALSE,1
72,foil,18,airplane,positive,TRUE,7
72,foil,19,brush,positive,TRUE,7
72,target,20,dog,negative,TRUE,6
72,target,21,cupcake,positive,TRUE,7
72,target,22,bear,negative,FALSE,1
72,target,23,horse,positive,FALSE,1
72,none,24,pizza,positive,TRUE,7
73,none,1,spoon,positive,TRUE,7
73,target,2,dog,negative,TRUE,7
73,target,3,bicycle,positive,TRUE,7
73,none,4,orange,negative,FALSE,1
73,target,5,pizza,positive,TRUE,7
73,none,6,bunny,positive,TRUE,7
73,none,7,brush,negative,TRUE,7
73,foil,8,cat,positive,TRUE,7
73,foil,9,cupcake,positive,TRUE,7
73,none,10,bus,positive,TRUE,7
73,target,11,fork,negative,FALSE,1
73,target,12,cookie,positive,TRUE,7
73,foil,13,cow,negative,TRUE,6
73,target,14,apple,negative,TRUE,7
73,foil,15,airplane,negative,TRUE,6
73,foil,16,bear,negative,FALSE,1
73,foil,17,boat,positive,FALSE,1
73,none,18,car,negative,TRUE,5
73,target,19,bowl,negative,TRUE,6
73,foil,20,horse,positive,TRUE,7
73,target,21,banana,positive,FALSE,1
73,none,22,plate,negative,TRUE,6
73,none,23,truck,positive,FALSE,1
73,foil,24,cup,negative,TRUE,5
74,target,1,bicycle,negative,TRUE,7
74,foil,2,car,negative,TRUE,3
74,none,3,bear,negative,TRUE,1
74,target,4,orange,negative,TRUE,6
74,none,5,bowl,negative,TRUE,1
74,foil,6,cupcake,positive,TRUE,6
74,none,7,airplane,positive,TRUE,7
74,target,8,brush,negative,TRUE,6
74,foil,9,bunny,positive,TRUE,6
74,foil,10,apple,positive,TRUE,6
74,none,11,plate,positive,FALSE,1
74,foil,12,fork,negative,TRUE,2
74,foil,13,dog,negative,FALSE,1
74,none,14,cookie,positive,TRUE,7
74,target,15,boat,positive,FALSE,1
74,none,16,banana,positive,TRUE,7
74,foil,17,pizza,positive,FALSE,1
74,foil,18,cat,negative,TRUE,3
74,target,19,bus,positive,TRUE,5
74,target,20,spoon,positive,TRUE,5
74,none,21,horse,negative,FALSE,1
74,none,22,cow,negative,TRUE,3
74,target,23,cup,negative,FALSE,1
74,target,24,truck,positive,TRUE,5
75,foil,1,fork,positive,TRUE,7
75,target,2,airplane,positive,FALSE,7
75,none,3,bicycle,positive,TRUE,7
75,foil,4,bus,positive,FALSE,7
75,target,1,boat,negative,TRUE,7
75,target,2,apple,negative,TRUE,7
75,foil,3,fork,positive,TRUE,7
75,target,4,bus,positive,TRUE,7
75,target,5,horse,negative,TRUE,7
75,none,6,spoon,positive,TRUE,7
75,target,7,cup,positive,TRUE,7
75,foil,8,cookie,negative,TRUE,7
75,target,9,bowl,positive,TRUE,7
75,none,10,cow,negative,TRUE,7
75,none,11,truck,positive,TRUE,7
75,none,12,bunny,negative,TRUE,7
75,foil,13,bicycle,negative,TRUE,7
75,none,14,airplane,negative,FALSE,1
75,foil,15,orange,positive,TRUE,7
75,foil,16,banana,negative,TRUE,7
75,foil,17,cupcake,negative,FALSE,1
75,foil,18,cat,positive,FALSE,1
75,none,19,plate,negative,TRUE,7
75,target,20,car,negative,FALSE,1
75,foil,21,brush,positive,TRUE,7
75,none,22,pizza,positive,TRUE,4
75,none,23,dog,positive,FALSE,1
75,target,24,bear,positive,FALSE,1
76,target,1,fork,positive,TRUE,6
76,target,2,pizza,positive,FALSE,2
76,foil,3,bicycle,negative,TRUE,4
76,none,4,cow,negative,TRUE,3
76,none,5,bus,positive,FALSE,2
76,foil,6,orange,positive,FALSE,2
76,foil,7,car,negative,TRUE,4
76,foil,8,plate,positive,TRUE,6
76,target,9,bowl,positive,TRUE,6
76,none,10,cupcake,negative,TRUE,4
76,target,11,cat,negative,FALSE,2
76,none,12,apple,positive,TRUE,7
76,target,13,cookie,negative,TRUE,5
76,none,14,airplane,negative,FALSE,2
76,foil,15,cup,positive,TRUE,6
76,none,16,dog,positive,TRUE,6
76,foil,17,truck,positive,TRUE,6
76,target,18,horse,negative,TRUE,4
76,foil,19,brush,negative,FALSE,2
76,none,20,spoon,positive,TRUE,6
76,target,21,boat,negative,TRUE,5
76,foil,22,bear,negative,TRUE,4
76,none,23,bunny,negative,TRUE,4
76,target,24,banana,positive,TRUE,6
77,none,1,car,positive,TRUE,7
77,foil,2,cat,positive,TRUE,7
77,target,3,cup,positive,TRUE,7
77,target,4,boat,positive,TRUE,7
77,none,5,cupcake,positive,FALSE,1
77,none,6,bear,positive,TRUE,7
77,foil,7,pizza,positive,TRUE,6
77,foil,8,truck,positive,TRUE,7
77,target,9,banana,negative,FALSE,1
77,foil,10,horse,positive,FALSE,1
77,foil,11,brush,negative,TRUE,6
77,target,12,bunny,negative,TRUE,6
77,target,13,bus,positive,TRUE,7
77,none,14,spoon,positive,TRUE,7
77,target,15,airplane,positive,FALSE,1
77,none,16,plate,negative,TRUE,5
77,foil,17,dog,negative,TRUE,5
77,none,18,orange,negative,TRUE,5
77,foil,19,bowl,negative,TRUE,5
77,target,20,bicycle,negative,TRUE,6
77,target,21,apple,negative,TRUE,6
77,none,22,cow,negative,FALSE,1
77,none,23,cookie,negative,TRUE,5
77,foil,24,fork,negative,FALSE,1
78,none,1,dog,negative,TRUE,7
78,target,2,cat,negative,TRUE,6
78,none,3,spoon,positive,TRUE,7
78,none,4,bicycle,negative,TRUE,7
78,target,5,car,positive,TRUE,5
78,target,6,horse,positive,TRUE,5
78,foil,7,truck,positive,FALSE,2
78,foil,8,cookie,positive,TRUE,6
78,target,9,fork,positive,TRUE,5
78,foil,10,pizza,negative,FALSE,1
78,foil,11,bus,negative,TRUE,6
78,none,12,cupcake,positive,TRUE,6
78,foil,13,apple,positive,TRUE,7
78,none,14,bear,negative,FALSE,2
78,target,15,brush,negative,TRUE,6
78,target,16,orange,negative,FALSE,2
78,foil,17,airplane,negative,TRUE,6
78,none,18,cup,positive,FALSE,1
78,none,19,plate,positive,TRUE,6
78,none,20,boat,negative,TRUE,6
78,foil,21,bowl,negative,TRUE,6
78,foil,22,banana,positive,TRUE,6
78,target,23,cow,negative,TRUE,6
78,target,24,bunny,positive,FALSE,1
79,foil,1,brush,positive,TRUE,7
79,foil,2,plate,negative,TRUE,6
79,target,3,banana,negative,FALSE,1
79,target,4,bunny,positive,TRUE,7
79,none,5,bowl,negative,TRUE,5
79,foil,6,bus,negative,TRUE,5
79,target,7,cat,negative,TRUE,6
79,none,8,cup,positive,TRUE,7
79,target,9,car,positive,TRUE,7
79,none,10,boat,positive,TRUE,7
79,target,11,bicycle,negative,TRUE,6
79,foil,12,cow,positive,TRUE,7
79,none,13,spoon,negative,FALSE,1
79,foil,14,dog,positive,FALSE,1
79,foil,15,orange,negative,TRUE,4
79,none,16,bear,positive,FALSE,1
79,none,17,cookie,negative,TRUE,4
79,target,18,pizza,positive,FALSE,1
79,none,19,cupcake,negative,TRUE,4
79,target,20,apple,positive,TRUE,7
79,foil,21,airplane,negative,FALSE,1
79,foil,22,truck,positive,TRUE,7
79,target,23,horse,negative,TRUE,5
79,none,24,fork,positive,TRUE,7
80,foil,1,cup,positive,TRUE,6
80,none,2,orange,positive,TRUE,6
80,target,3,cookie,negative,TRUE,5
80,foil,4,bus,positive,FALSE,1
80,none,5,cupcake,positive,FALSE,1
80,target,6,bowl,positive,TRUE,6
80,foil,7,bear,positive,TRUE,5
80,none,8,pizza,negative,TRUE,1
80,target,9,bicycle,negative,TRUE,6
80,foil,10,brush,positive,TRUE,6
80,target,11,bunny,positive,FALSE,1
80,none,12,boat,negative,TRUE,2
80,none,13,plate,positive,TRUE,7
80,foil,14,banana,negative,FALSE,1
80,foil,15,cat,negative,TRUE,1
80,target,16,fork,negative,FALSE,1
80,foil,17,horse,negative,TRUE,1
80,none,18,dog,negative,FALSE,1
80,foil,19,car,negative,TRUE,1
80,target,20,airplane,negative,TRUE,6
80,target,21,spoon,positive,TRUE,6
80,target,22,truck,positive,TRUE,6
80,none,23,cow,negative,TRUE,1
80,none,24,apple,positive,TRUE,7
81,none,1,banana,positive,TRUE,7
81,none,2,spoon,positive,TRUE,7
81,none,3,brush,positive,TRUE,7
81,target,4,fork,positive,FALSE,1
81,foil,5,bus,negative,FALSE,1
81,none,6,dog,negative,FALSE,1
81,foil,7,car,negative,TRUE,4
81,foil,8,bunny,negative,TRUE,4
81,none,9,cupcake,negative,TRUE,4
81,none,10,boat,negative,TRUE,4
81,target,11,apple,negative,FALSE,1
81,none,12,truck,negative,TRUE,4
81,foil,13,orange,positive,TRUE,6
81,target,14,horse,positive,TRUE,6
81,foil,15,cup,positive,TRUE,6
81,target,16,cookie,negative,TRUE,5
81,foil,17,bicycle,positive,TRUE,7
81,target,18,cow,negative,TRUE,4
81,foil,19,bowl,negative,TRUE,4
81,foil,20,cat,positive,FALSE,1
81,target,21,plate,negative,TRUE,4
81,target,22,pizza,positive,TRUE,7
81,target,23,airplane,positive,TRUE,7
81,none,24,bear,positive,FALSE,1
82,foil,1,cup,negative,TRUE,5
82,none,2,spoon,negative,TRUE,5
82,target,3,truck,negative,TRUE,6
82,none,4,horse,positive,TRUE,7
82,none,5,bunny,negative,TRUE,4
82,target,6,bear,positive,TRUE,6
82,target,7,airplane,negative,TRUE,7
82,foil,8,orange,negative,FALSE,1
82,target,9,car,negative,TRUE,6
82,foil,10,cookie,positive,TRUE,7
82,target,11,pizza,negative,FALSE,1
82,target,12,cow,positive,TRUE,7
82,foil,13,banana,positive,TRUE,6
82,foil,14,bicycle,negative,TRUE,4
82,target,15,dog,positive,TRUE,6
82,none,16,bowl,positive,FALSE,1
82,foil,17,brush,negative,TRUE,5
82,target,18,apple,positive,FALSE,1
82,foil,19,cupcake,positive,TRUE,6
82,none,20,cat,positive,TRUE,7
82,foil,21,fork,positive,FALSE,1
82,none,22,bus,positive,TRUE,5
82,none,23,boat,negative,TRUE,4
82,none,24,plate,negative,FALSE,1
83,foil,1,cow,negative,TRUE,7
83,foil,2,brush,positive,TRUE,7
83,target,3,cup,negative,FALSE,1
83,target,4,boat,negative,TRUE,7
83,foil,5,cookie,negative,TRUE,7
83,none,6,cat,positive,FALSE,1
83,foil,7,orange,positive,FALSE,1
83,foil,8,dog,negative,TRUE,7
83,target,9,bowl,positive,TRUE,7
83,foil,10,cupcake,positive,TRUE,7
83,foil,11,banana,positive,TRUE,6
83,target,12,pizza,positive,FALSE,2
83,none,13,bus,negative,TRUE,7
83,target,14,plate,positive,TRUE,6
83,none,15,bear,negative,FALSE,1
83,foil,16,horse,negative,FALSE,1
83,none,17,car,positive,TRUE,7
83,target,18,bunny,negative,TRUE,7
83,none,19,bicycle,positive,TRUE,7
83,none,20,fork,negative,TRUE,6
83,none,21,apple,negative,TRUE,6
83,target,22,airplane,negative,TRUE,6
83,target,23,truck,positive,TRUE,7
83,none,24,spoon,positive,TRUE,7
84,none,1,boat,negative,TRUE,5
84,foil,2,fork,negative,TRUE,5
84,target,3,bear,positive,TRUE,7
84,target,4,brush,negative,TRUE,5
84,foil,5,spoon,positive,TRUE,7
84,none,6,cookie,negative,TRUE,5
84,foil,7,bus,negative,TRUE,5
84,none,8,cat,positive,TRUE,7
84,foil,9,bicycle,positive,TRUE,7
84,none,10,airplane,negative,FALSE,1
84,foil,11,bowl,positive,FALSE,1
84,none,12,cupcake,positive,TRUE,7
84,target,13,plate,positive,FALSE,1
84,target,14,apple,positive,TRUE,7
84,target,15,pizza,positive,TRUE,7
84,none,16,banana,positive,TRUE,7
84,foil,17,dog,positive,TRUE,7
84,foil,18,car,negative,TRUE,5
84,none,19,cup,positive,FALSE,1
84,target,20,bunny,negative,TRUE,5
84,none,21,orange,negative,TRUE,5
84,foil,22,truck,negative,FALSE,2
84,target,23,cow,negative,FALSE,2
84,target,24,horse,negative,TRUE,5
85,foil,1,cow,positive,TRUE,6
85,foil,2,dog,negative,TRUE,6
85,target,3,truck,positive,FALSE,1
85,foil,4,cookie,negative,TRUE,2
85,foil,5,cupcake,positive,TRUE,7
85,none,6,airplane,negative,TRUE,6
85,none,7,bicycle,positive,FALSE,2
85,target,8,cup,negative,TRUE,6
85,target,9,fork,negative,TRUE,6
85,none,10,banana,positive,TRUE,7
85,target,11,bunny,positive,TRUE,7
85,target,12,plate,positive,TRUE,7
85,foil,13,pizza,negative,TRUE,5
85,foil,14,spoon,positive,TRUE,7
85,target,15,horse,negative,FALSE,2
85,none,16,bowl,negative,FALSE,1
85,none,17,boat,positive,TRUE,7
85,target,18,apple,positive,TRUE,7
85,target,19,orange,negative,TRUE,7
85,none,20,bear,negative,TRUE,5
85,foil,21,brush,negative,FALSE,1
85,none,22,cat,negative,TRUE,5
85,none,23,car,positive,TRUE,7
85,foil,24,bus,positive,FALSE,1
86,foil,1,cupcake,negative,TRUE,7
86,target,2,apple,negative,TRUE,7
86,target,3,brush,negative,TRUE,7
86,none,4,bowl,negative,FALSE,1
86,foil,5,horse,positive,TRUE,7
86,foil,6,cow,negative,TRUE,7
86,foil,7,cup,positive,FALSE,1
86,none,8,pizza,positive,TRUE,7
86,none,9,banana,positive,TRUE,7
86,foil,10,orange,negative,TRUE,7
86,target,11,bunny,negative,TRUE,7
86,none,12,cookie,negative,TRUE,7
86,foil,13,dog,positive,TRUE,7
86,none,14,car,positive,TRUE,7
86,target,15,boat,positive,TRUE,7
86,target,16,spoon,positive,TRUE,7
86,target,17,cat,negative,FALSE,1
86,none,18,airplane,negative,TRUE,7
86,foil,19,truck,negative,FALSE,1
86,none,20,plate,negative,TRUE,7
86,none,21,bus,positive,FALSE,1
86,target,22,bicycle,positive,FALSE,1
86,foil,23,fork,positive,TRUE,7
86,target,24,bear,positive,TRUE,7
87,foil,1,airplane,negative,TRUE,3
87,none,2,banana,negative,TRUE,3
87,foil,3,truck,positive,TRUE,7
87,foil,4,apple,positive,TRUE,7
87,none,5,orange,negative,TRUE,3
87,none,6,cookie,negative,TRUE,3
87,target,7,dog,negative,TRUE,7
87,none,8,cupcake,positive,TRUE,7
87,target,9,cat,positive,TRUE,6
87,target,10,bicycle,positive,TRUE,6
87,target,11,horse,positive,TRUE,6
87,foil,12,plate,negative,FALSE,1
87,target,13,car,positive,FALSE,1
87,foil,14,cow,positive,FALSE,1
87,none,15,brush,positive,TRUE,7
87,none,16,bunny,positive,FALSE,1
87,foil,17,spoon,negative,TRUE,5
87,foil,18,fork,positive,TRUE,7
87,none,19,boat,positive,TRUE,7
87,target,20,bowl,negative,TRUE,7
87,foil,21,bear,negative,TRUE,4
87,none,22,cup,negative,FALSE,1
87,target,23,pizza,negative,TRUE,7
87,target,24,bus,negative,FALSE,1
88,foil,1,cat,negative,TRUE,1
88,foil,2,airplane,negative,TRUE,1
88,none,3,fork,negative,TRUE,2
88,target,4,car,positive,TRUE,7
88,none,5,banana,positive,FALSE,2
88,target,6,bunny,positive,TRUE,7
88,foil,7,boat,positive,TRUE,7
88,none,8,cow,positive,TRUE,7
88,target,9,orange,positive,FALSE,1
88,target,10,bear,negative,TRUE,7
88,foil,11,brush,positive,TRUE,6
88,none,12,spoon,negative,TRUE,6
88,none,13,cup,negative,FALSE,1
88,foil,14,bus,positive,FALSE,5
88,target,15,cookie,negative,TRUE,6
88,none,16,dog,negative,TRUE,5
88,foil,17,plate,negative,TRUE,5
88,foil,18,bowl,negative,FALSE,1
88,foil,19,cupcake,positive,TRUE,7
88,none,20,truck,positive,TRUE,7
88,target,21,pizza,negative,TRUE,6
88,target,22,bicycle,negative,FALSE,1
88,target,23,apple,positive,TRUE,7
88,none,24,horse,positive,TRUE,7
89,none,1,truck,positive,TRUE,7
89,foil,2,banana,negative,FALSE,1
89,none,3,cup,negative,TRUE,7
89,target,4,orange,negative,TRUE,7
89,none,5,horse,positive,TRUE,7
89,none,6,airplane,positive,FALSE,1
89,foil,7,pizza,positive,TRUE,7
89,none,8,cookie,negative,FALSE,1
89,target,9,cow,negative,FALSE,1
89,none,10,apple,negative,TRUE,7
89,foil,11,bus,negative,TRUE,7
89,target,12,brush,negative,TRUE,7
89,foil,13,cat,positive,TRUE,7
